City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,waingapu,-9.6567,120.2641,26.76,80,100,2.05,ID,1712010942
366,manakara,-22.1333,48.0167,23.4,91,92,3.34,MG,1712010942
367,dapa,9.7594,126.0531,27.21,79,24,5.38,PH,1712010942
368,khuzdar,27.7384,66.6434,18.16,15,84,1.49,PK,1712010943
369,livramento do brumado,-13.6431,-41.8406,27.98,65,100,0.76,BR,1712010943
370,kalaleh,37.3807,55.4916,9.66,72,44,1.03,IR,1712010943
371,katsuura,35.1333,140.3,13.34,66,1,3.07,JP,1712010944
372,zemio,5.0314,25.1361,24.09,72,97,1.5,CF,1712010944
373,nikel,69.4128,30.222,-6.9,99,76,2.17,RU,1712010944
374,rath,25.5833,79.5667,24.66,21,84,2.25,IN,1712010944
375,val-d'or,48.1002,-77.7828,3.05,52,40,4.12,CA,1712010944
376,varbilau,45.1833,25.95,19.01,44,38,1.65,RO,1712010945
377,pekan,3.4836,103.3996,26.06,89,93,0.19,MY,1712010945
378,cajamarca,-7.1638,-78.5003,17.04,67,100,4.63,PE,1712010945
379,lompoc,34.6391,-120.4579,21.55,64,0,5.66,US,1712010945
380,nianzishan,47.5167,122.8833,0.64,41,92,1.56,CN,1712010946
381,khamis mushait,18.3064,42.7292,16.58,67,0,3.09,SA,1712010946
382,fauske,67.2588,15.3918,-2.9,95,100,1.91,NO,1712010946
383,mata-utu,-13.2816,-176.1745,29.84,77,51,9.4,WF,1712010940
384,alofi,-19.0595,-169.9187,29.94,74,75,8.23,NU,1712010946
385,albertina,-22.2008,-46.6158,18.63,75,50,1.06,BR,1712010947
386,hanko,59.8333,22.95,6.58,97,100,6.71,FI,1712010947
387,cooper's town,26.8667,-77.5167,23.17,66,80,3.95,BS,1712010947
388,kundiawa,-6.0167,144.9667,18.99,98,100,0.38,PG,1712010947
389,chuguyevka,44.1653,133.8633,0.38,58,22,2.49,RU,1712010948
390,konarka,19.9,86.1167,27.22,78,54,8.39,IN,1712010948
391,mogadishu,2.0371,45.3438,28.36,77,19,3.89,SO,1712010729
392,pacific grove,36.6177,-121.9166,20.82,69,0,5.14,US,1712010948
393,essaouira,31.5125,-9.77,17.72,72,75,1.03,MA,1712010949
394,ciudad manuel doblado,20.7333,-101.9333,29.41,15,87,7.84,MX,1712010949
395,ban talat bueng,13.0715,101.0031,31.43,77,0,2.87,TH,1712010949
396,taquaritinga,-21.4061,-48.5047,24.35,54,40,1.77,BR,1712010782
397,ungsang-nodongjagu,42.3578,130.4622,3.89,48,15,1.15,KP,1712010950
398,cessnock,-32.8333,151.35,22.3,42,47,3.1,AU,1712010950
399,aswan,24.0934,32.907,28.61,30,0,3.09,EG,1712010950
400,mejit,10.2753,170.8646,27.16,70,100,8.24,MH,1712010950
401,broome,42.2506,-75.833,12.43,62,40,1.54,US,1712010951
402,zheleznodorozhnyy,55.7503,38.0042,13.23,75,65,4.02,RU,1712010951
403,nyurba,63.2842,118.3319,-16.44,100,100,1.11,RU,1712010951
404,taroudant,30.4703,-8.877,16.31,78,17,1.5,MA,1712010951
405,asau,46.4333,26.4,18.38,45,35,2.81,RO,1712010952
406,tralee,52.2704,-9.7026,7.47,91,81,1.43,IE,1712010952
407,pundong,-7.9522,110.3486,26.04,90,97,2.01,ID,1712010952
408,yasinya,48.2794,24.3604,13.0,61,98,2.28,UA,1712010921
409,inverness,57.4791,-4.224,7.66,88,100,5.14,GB,1712010953
410,chuarrancho,14.8217,-90.5086,25.88,41,4,4.61,GT,1712010953
411,camana,-16.6228,-72.7111,22.11,80,95,1.84,PE,1712010953
412,baise city,23.8997,106.6133,27.41,99,8,0.63,CN,1712010953
413,alakurtti,66.9672,30.3491,-10.23,83,100,4.79,RU,1712010953
414,shimo-furano,43.35,142.3833,-0.78,84,97,4.8,JP,1712010954
415,hami,42.8,93.45,8.45,49,100,4.03,CN,1712010954
416,wilmington island,32.0036,-80.9737,28.05,63,20,4.63,US,1712010954
417,meadow lakes,61.6247,-149.6011,6.27,56,20,3.13,US,1712010954
418,kununurra,-15.7667,128.7333,25.99,94,75,1.54,AU,1712010854
419,aginskoye,51.1,114.53,-3.18,49,50,9.74,RU,1712010955
420,porto novo,6.4965,2.6036,29.9,86,100,2.4,BJ,1712010955
421,san lawrenz,36.0553,14.204,16.67,77,54,10.39,MT,1712010955
422,n'zeto,-7.2312,12.8666,26.84,93,89,3.14,AO,1712010955
423,bei'an,24.5399,109.533,23.61,87,14,2.39,CN,1712010956
424,las tablas,7.7667,-80.2833,29.54,99,12,6.66,PA,1712010956
425,uige,-7.6087,15.0613,20.1,97,85,0.9,AO,1712010956
426,brookings,44.3114,-96.7984,3.95,86,100,5.14,US,1712010877
427,el calafate,-50.3408,-72.2768,8.2,79,100,3.25,AR,1712010956
428,al ghayzah,16.2079,52.176,25.29,71,49,1.76,YE,1712010957
429,ancud,-41.8697,-73.8203,10.43,70,86,0.86,CL,1712010721
430,metro,-5.1131,105.3067,24.13,94,51,1.59,ID,1712010957
431,myeik,12.4333,98.6,25.24,77,0,1.71,MM,1712010957
432,naze,28.3667,129.4833,19.51,74,89,6.75,JP,1712010958
433,dwarka,22.2394,68.9678,24.84,72,99,4.55,IN,1712010958
434,longquan,24.6719,102.1613,13.49,69,5,2.83,CN,1712010958
435,bikenibeu village,1.3673,173.1241,29.98,79,40,3.09,KI,1712010958
436,menaka,15.9182,2.4022,34.48,14,73,4.92,ML,1712010959
437,puerto aysen,-45.4,-72.7,7.44,100,100,1.83,CL,1712010694
438,morehead city,34.7229,-76.726,24.45,86,0,6.17,US,1712010959
439,hotan,37.0997,79.9269,9.46,36,99,4.05,CN,1712010959
440,potosi,-19.5836,-65.7531,14.48,51,40,1.54,BO,1712010858
441,axim,4.8699,-2.2405,27.74,86,99,1.29,GH,1712010960
442,bejaia,36.7559,5.0843,11.6,87,0,2.06,DZ,1712010960
443,sabang,5.8933,95.3214,28.51,74,14,1.14,ID,1712010961
444,mount gambier,-37.8333,140.7667,15.6,83,57,5.91,AU,1712010844
445,saint-marcel,49.1,1.45,9.67,92,0,6.17,FR,1712010961
446,alo,7.4178,6.7371,28.91,71,83,1.77,NG,1712010961
447,hobyo,5.3505,48.5268,28.43,78,18,6.3,SO,1712010961
448,yoichi,43.2039,140.7703,3.02,66,89,7.58,JP,1712010962
449,tegueste,28.5167,-16.3167,17.27,93,75,0.45,ES,1712010962
450,menominee,45.1078,-87.6143,3.27,41,75,4.63,US,1712010962
451,kasangulu,-4.5911,15.1708,26.52,84,78,0.92,CD,1712010963
452,candido mendes,-1.4467,-45.7167,25.18,93,24,1.4,BR,1712010963
453,thinadhoo,0.5333,72.9333,28.74,72,93,1.41,MV,1712010963
454,murghob,38.1702,73.9667,-11.67,49,16,2.72,TJ,1712010963
455,skelleftea,64.7507,20.9528,-3.8,74,100,4.63,SE,1712010964
456,san jose,37.3394,-121.895,23.8,33,0,4.02,US,1712010679
457,araripina,-7.5761,-40.4983,23.38,81,78,1.46,BR,1712010964
458,krasnyy chikoy,50.3643,108.7512,-3.56,73,62,0.95,RU,1712010964
459,toamasina,-18.1667,49.3833,24.33,92,97,5.39,MG,1712010965
460,trabzon,40.9167,39.8333,11.05,58,0,3.09,TR,1712010965
461,szarvas,46.8667,20.55,19.02,27,20,8.69,HU,1712010965
462,midvagur,62.0511,-7.1939,5.46,75,100,7.2,FO,1712010965
463,weihai,37.5017,122.1136,7.7,85,95,4.45,CN,1712010965
464,nguigmi,14.2495,13.1092,30.76,18,100,3.46,NE,1712010966
465,aykhal,66.0,111.5,-18.56,98,99,3.59,RU,1712010800
466,pacocha,-17.5833,-71.3333,20.83,84,88,1.35,PE,1712010966
467,conception bay south,47.4999,-52.9981,1.42,96,100,2.56,CA,1712010926
468,mehran,33.1222,46.1646,21.54,33,2,2.57,IR,1712010967
469,prestea,5.4327,-2.1428,25.81,92,98,1.69,GH,1712010967
470,arzgir,45.3728,44.2206,10.0,81,64,3.95,RU,1712010737
471,mhamid,29.82,-5.72,21.73,21,0,2.7,MA,1712010967
472,mongoumba,3.6415,18.5936,23.56,83,81,1.76,CF,1712010968
473,ghadamis,30.1337,9.5007,24.66,12,0,3.24,LY,1712010968
474,ilebo,-4.3167,20.5833,21.62,89,90,0.76,CD,1712010968
475,taksimo,56.3444,114.8794,-5.0,89,100,1.59,RU,1712010797
476,peshawar,34.008,71.5785,17.08,72,20,0.0,PK,1712010856
477,makhambet,47.6667,51.5833,10.34,61,19,1.91,KZ,1712010969
478,papao,-17.75,-149.55,30.82,72,66,9.41,PF,1712010969
479,bonny,4.4522,7.1681,28.63,69,100,0.71,NG,1712010969
480,wendell,35.781,-78.3697,28.12,59,95,2.92,US,1712010969
481,makubetsu,45.3714,141.8211,2.39,75,96,7.15,JP,1712010969
482,dabat,12.9842,37.765,16.47,20,99,1.96,ET,1712010970
483,hadibu,12.65,54.0333,26.0,79,12,2.95,YE,1712010970
484,staryye ozinki,51.1786,49.6769,11.06,81,100,3.82,RU,1712010970
485,geraldton,-28.7667,114.6,21.23,52,52,1.54,AU,1712010970
486,crucecita,-28.95,-58.9833,21.17,90,51,6.01,AR,1712010971
487,ejea de los caballeros,42.1263,-1.1372,8.12,67,35,0.83,ES,1712010971
488,gadzhiyevo,69.2551,33.3362,-7.56,73,99,5.99,RU,1712010796
489,takab,36.4009,47.1133,7.23,56,4,1.49,IR,1712010971
490,levuka,50.1834,-105.4011,10.84,45,7,7.48,CA,1712010971
491,dombarovskiy,50.7587,59.5386,3.89,100,96,3.13,RU,1712010972
492,santana do livramento,-30.8908,-55.5328,15.93,96,100,5.66,BR,1712010781
493,smithers,54.7804,-127.1743,6.18,65,100,5.14,CA,1712010824
494,ouadda,8.0777,22.4007,23.16,58,86,0.83,CF,1712010972
495,cabo san lucas,22.8909,-109.9124,24.78,46,20,7.2,MX,1712010285
496,sabha,27.0377,14.4283,24.49,14,0,2.33,LY,1712010973
497,fada,9.5667,8.3,24.71,69,100,0.5,NG,1712010973
498,illizi,26.4833,8.4667,22.89,9,26,1.97,DZ,1712010973
499,pala,9.3642,14.9046,30.1,15,100,1.35,TD,1712010973
500,kas,36.2018,29.6377,20.85,58,3,1.71,TR,1712010974
501,omutinskiy,56.4745,67.6709,1.14,84,100,4.41,RU,1712010974
502,ratnagiri,16.9833,73.3,24.86,76,38,2.97,IN,1712010974
503,sawa sawa,-4.4717,39.4846,27.0,82,49,4.36,KE,1712010974
504,port alberni,49.2413,-124.8028,16.63,67,100,2.68,CA,1712010975
505,bryne,58.7354,5.6477,8.32,77,0,0.0,NO,1712010975
506,marshall,34.3834,-86.3333,23.17,82,40,3.09,US,1712010738
507,tshikapa,-6.4167,20.8,22.29,88,99,0.99,CD,1712010975
508,nantucket,41.2835,-70.0995,8.06,82,100,2.57,US,1712010976
509,bikin,46.8161,134.26,0.25,64,12,1.66,RU,1712010737
510,sisimiut,66.9395,-53.6735,-3.8,83,95,2.74,GL,1712010976
511,bernay,49.1667,0.6667,8.84,87,86,3.13,FR,1712010976
512,corner brook,48.9667,-57.9484,3.09,96,97,1.52,CA,1712010977
513,goundam,16.4145,-3.6708,33.07,14,52,2.74,ML,1712010977
514,turmalina,-17.2856,-42.73,21.37,95,85,1.18,BR,1712010977
515,rajapolah,-7.221,108.1896,22.52,98,92,0.61,ID,1712010977
516,ballina,-28.8667,153.5667,24.32,71,5,1.81,AU,1712010978
517,bhisho,-32.8472,27.4422,17.2,93,54,1.55,ZA,1712010978
518,bangkalan,-7.0455,112.7351,25.97,88,73,1.6,ID,1712010978
519,egilsstadir,65.2653,-14.3948,-7.05,93,40,3.09,IS,1712010978
520,ha'il,27.5219,41.6907,18.01,59,0,2.06,SA,1712010979
521,howrah,22.5892,88.3103,29.0,84,20,2.06,IN,1712010979
522,vanino,49.0869,140.2543,-0.6,66,75,4.14,RU,1712010737
523,itagiba,-14.2836,-39.8428,24.88,88,93,1.87,BR,1712010979
524,raton,36.9034,-104.4391,9.19,61,100,5.14,US,1712010979
525,carhuamayo,-10.9167,-76.0333,5.32,91,93,2.35,PE,1712010980
526,revda,56.801,59.9303,0.48,92,100,3.51,RU,1712010980
527,gualeguay,-33.1416,-59.3097,13.83,91,95,3.04,AR,1712010980
528,antonio enes,-16.2325,39.9086,24.35,88,38,2.32,MZ,1712010980
529,mayfield,36.7417,-88.6367,23.97,73,100,4.59,US,1712010981
530,mandalgovi,45.7625,106.2708,-0.16,43,84,3.94,MN,1712010981
531,taitung city,22.7583,121.1444,20.15,88,20,2.06,TW,1712010981
532,coahuayana de hidalgo,18.7,-103.6583,28.87,53,66,2.73,MX,1712010981
533,berkane,34.9084,-2.3461,12.82,71,18,1.66,MA,1712010982
534,ruovesi,61.9858,24.0571,0.35,94,100,3.41,FI,1712010684
535,picota,-6.9197,-76.3304,24.27,99,100,0.28,PE,1712010982
536,beau vallon,-20.4189,57.6953,25.13,88,75,7.72,MU,1712010982
537,nizhneudinsk,54.9076,99.0276,-7.66,97,92,0.87,RU,1712010737
538,al mahwit,15.4701,43.5448,17.27,68,94,0.76,YE,1712010983
539,losal,27.4,74.9167,20.65,23,95,1.88,IN,1712010983
540,rosarito,32.3333,-117.0333,21.46,60,9,6.4,MX,1712010983
541,greenville,35.6127,-77.3663,27.3,45,0,3.09,US,1712010665
542,carutapera,-1.195,-46.02,25.76,90,26,2.21,BR,1712010984
543,sarangani,5.4033,125.4636,27.49,77,18,10.29,PH,1712010794
544,mapleton,40.1302,-111.5785,10.06,63,75,2.06,US,1712010984
545,kristiansund,63.1115,7.732,3.03,87,100,8.23,NO,1712010984
546,labrador city,52.9463,-66.9114,-2.68,60,75,3.6,CA,1712010985
547,kajaani,64.2273,27.7285,-2.97,80,100,4.63,FI,1712010985
548,la passe,45.5549,-0.8967,10.55,80,64,9.39,FR,1712010985
549,sovetskaya gavan',48.9723,140.2878,-0.5,94,67,4.97,RU,1712010985
550,margate,51.3813,1.3862,10.17,85,5,3.13,GB,1712010974
551,marine corps base hawaii - mcbh,21.4453,-157.7513,26.98,74,75,4.63,US,1712010986
552,opuwo,-18.0607,13.84,21.62,44,100,1.31,NA,1712010986
553,lusaka,-15.4067,28.2871,17.43,78,73,1.79,ZM,1712010986
554,yelwa,8.8333,9.6333,30.65,50,83,2.91,NG,1712010986
555,kupang,-10.1667,123.5833,27.32,100,75,0.51,ID,1712010987
556,makushino,55.2103,67.2442,-0.69,96,88,4.25,RU,1712010987
557,toliara,-23.35,43.6667,26.78,61,70,6.03,MG,1712010987
558,oelwein,42.6733,-91.9135,5.33,97,100,5.81,US,1712010988
559,souillac,-20.5167,57.5167,25.21,88,75,7.72,MU,1712010988
560,haflong,25.1833,93.0333,19.61,90,11,1.74,IN,1712010988
561,es castell,39.8795,4.2854,14.38,77,0,5.14,ES,1712010988
562,sao vicente,-23.9631,-46.3919,26.1,26,22,2.76,BR,1712010844
563,tateyama,34.9833,139.8667,12.83,63,22,3.85,JP,1712010989
564,kyaikkami,16.08,97.5675,27.6,67,0,2.84,MM,1712010989
565,dhidhdhoo,6.8833,73.1,28.61,72,65,0.64,MV,1712010989
566,sardinata,8.0829,-72.8007,28.82,90,90,0.66,CO,1712010989
567,quepos,9.4236,-84.1652,29.18,60,5,1.97,CR,1712010829
568,arteaga,18.4667,-102.4167,27.7,32,66,3.99,MX,1712010990
569,pangoa,-12.1167,-73.0,23.7,86,65,0.55,PE,1712010990
570,palikir - national government center,6.9248,158.1611,29.41,74,75,5.14,FM,1712010990
571,leh,34.1667,77.5833,-12.04,82,64,0.94,IN,1712010990
572,san marcos de colon,13.4333,-86.8,33.85,23,1,1.83,HN,1712010991
573,adrar,20.5022,-10.0711,28.31,19,10,5.65,MR,1712010991
574,letterkenny,54.95,-7.7333,6.31,89,95,2.75,IE,1712010991
575,ghormach,35.7306,63.7826,10.7,53,68,0.96,AF,1712010991
576,pelabuhanratu,-6.9875,106.5514,25.93,90,64,1.62,ID,1712010991
577,paramonga,-10.6667,-77.8333,22.37,85,100,3.6,PE,1712010992
